accession	db	ensdarg
A0A0R4IYV2	Ensembl	ENSDARG00000102690.2
A0A140LFX4	Ensembl	ENSDARG00000052674.7
A0A140LFY2	Ensembl	ENSDARG00000098652.3
A0A140LG24	Ensembl	ENSDARG00000037142.10
A0A140TAU3	Ensembl	ENSDARG00000078947.5
E7FDS6	Ensembl	ENSDARG00000101671.2
A0A0A0MPJ2	Ensembl	ENSDARG00000056554.7
A2BE62	Ensembl	ENSDARG00000070340.7
A2BG56	Ensembl	ENSDARG00000093494.4
A4FUN0	Ensembl	ENSDARG00000029747.9
B8JIH1	Ensembl	ENSDARG00000011876.8
F1R844	Ensembl	ENSDARG00000010773.13
Q5SP49	Ensembl	ENSDARG00000015966.12
Q5TZ43	Ensembl	ENSDARG00000002826.10
E9QBJ3	Ensembl	ENSDARG00000099910.2
E9QC68	Ensembl	ENSDARG00000026704.7
E9QHF3	Ensembl	ENSDARG00000025011.11
E9QIY9	Ensembl	ENSDARG00000022795.7
F1Q6E7	Ensembl	ENSDARG00000092140.3
F1QWI8	Ensembl	ENSDARG00000058958.7
F1QYN1	Ensembl	ENSDARG00000052061.7
X1WFD8	Ensembl	ENSDARG00000097871.2
E9QGH7	Ensembl	ENSDARG00000014329.11
E9QIL1	Ensembl	ENSDARG00000060837.6
E9QIV7	Ensembl	ENSDARG00000116576.1
F1Q5D7	Ensembl	ENSDARG00000032043.11
F1Q687	Ensembl	ENSDARG00000045167.7
F1QKL6	Ensembl	ENSDARG00000078542.5
F1R1J3	Ensembl	ENSDARG00000015978.6
F1R5H2	Ensembl	ENSDARG00000006848.10
F1RAD4	Ensembl	ENSDARG00000009930.11
F6NGH9	Ensembl	ENSDARG00000078280.5
F6NY94	Ensembl	ENSDARG00000017240.12
Q1LXS0	Ensembl	ENSDARG00000030954.9
Q5RHJ0	Ensembl	ENSDARG00000043963.8
B8JJX2	Ensembl	ENSDARG00000017853.9
Q1LY98	Ensembl	ENSDARG00000026865.7
A0A2R8Q2Y6	Ensembl	ENSDARG00000113486.1
A0A2R8Q674	Ensembl	ENSDARG00000000161.13
A0A2R8Q7W6	Ensembl	ENSDARG00000031911.7
A0A2R8Q7Z1	Ensembl	ENSDARG00000112756.1
A0A2R8Q8J2	Ensembl	ENSDARG00000109886.1
A0A2R8Q976	Ensembl	ENSDARG00000021135.10
A0A2R8QAT6	Ensembl	ENSDARG00000111295.1
A0A2R8QD50	Ensembl	ENSDARG00000104868.2
A0A2R8QDN0	Ensembl	ENSDARG00000058949.5
A0A2R8QHS7	Ensembl	ENSDARG00000113714.1
A0A2R8QIC0	Ensembl	ENSDARG00000090876.4
A0A2R8QJA2	Ensembl	ENSDARG00000110225.1
A0A2R8QKT1	Ensembl	ENSDARG00000113778.1
A0A2R8QKU3	Ensembl	ENSDARG00000033345.9
A0A2R8QLF2	Ensembl	ENSDARG00000096045.3
A0A2R8QNV8	Ensembl	ENSDARG00000114997.1
A0A2R8QR37	Ensembl	ENSDARG00000110056.1
A0A2R8QTC1	Ensembl	ENSDARG00000100556.2
A0A2R8RI46	Ensembl	ENSDARG00000111589.1
A0A2R8RJS1	Ensembl	ENSDARG00000094418.2
A0A2R8RL72	Ensembl	ENSDARG00000113196.1
A0A2R8RMD9	Ensembl	ENSDARG00000098733.2
A0A2R8RN18	Ensembl	ENSDARG00000059781.8
A0A2R8RTI5	Ensembl	ENSDARG00000115161.1
A0A2R8RTQ2	Ensembl	ENSDARG00000111323.1
A0A2R8RVU6	Ensembl	ENSDARG00000095789.4
A0A2R8RXD6	Ensembl	ENSDARG00000114611.1
A0A2R8PZZ7	Ensembl	ENSDARG00000102651.2
A0A2R8Q857	Ensembl	ENSDARG00000091252.5
A0A2R8QF17	Ensembl	ENSDARG00000110619.1
A0A2R8QHK7	Ensembl	ENSDARG00000103013.2
A0A2R8QJ81	Ensembl	ENSDARG00000040445.8
A0A2R8QNT7	Ensembl	ENSDARG00000114805.1
A0A2R8QT98	Ensembl	ENSDARG00000073911.5
A0A2R8QUU3	Ensembl	ENSDARG00000010023.8
X1WGM9	Ensembl	ENSDARG00000079796.4
K7DYG3	Ensembl	ENSDARG00000054213.8
X1WCV6	Ensembl	ENSDARG00000057513.7
A0A0G2L583	Ensembl	ENSDARG00000104560.2
H9GZ74	Ensembl	ENSDARG00000098861.2
E7F5D2	Ensembl	ENSDARG00000044815.8
E7F6E0	Ensembl	ENSDARG00000079217.5
E7F6M9	Ensembl	ENSDARG00000074660.4
E7FFY0	Ensembl	ENSDARG00000079143.4
F1QC34	Ensembl	ENSDARG00000009724.9
F1QCT0	Ensembl	ENSDARG00000031098.8
F1QIL3	Ensembl	ENSDARG00000059606.8
F1QSV4	Ensembl	ENSDARG00000042139.8
F1R120	Ensembl	ENSDARG00000037895.6
F1R5R1	Ensembl	ENSDARG00000095533.3
F1R5V6	Ensembl	ENSDARG00000116216.1
F1R6X2	Ensembl	ENSDARG00000022503.6
F1R9I5	Ensembl	ENSDARG00000093584.2
E7F388	Ensembl	ENSDARG00000062289.6
E7F8V8	Ensembl	ENSDARG00000078289.4
E7FF72	Ensembl	ENSDARG00000075134.4
F1Q692	Ensembl	ENSDARG00000037398.8
F1QAE2	Ensembl	ENSDARG00000079901.6
F1QI41	Ensembl	ENSDARG00000062347.8
F1QM84	Ensembl	ENSDARG00000043077.9
F1QT12	Ensembl	ENSDARG00000061848.8
F1R965	Ensembl	ENSDARG00000075539.5
F1RD34	Ensembl	ENSDARG00000090392.4
F1RDA4	Ensembl	ENSDARG00000087545.2
A8KC29	Ensembl	ENSDARG00000021647.6
B5DDR4	Ensembl	ENSDARG00000025855.6
B8A4S8	Ensembl	ENSDARG00000092919.2
B8A519	Ensembl	ENSDARG00000033760.8
B8A5S6	Ensembl	ENSDARG00000061948.6
B8A651	Ensembl	ENSDARG00000051981.6
E7F851	Ensembl	ENSDARG00000075021.5
E7FGH7	Ensembl	ENSDARG00000019316.10
E9QFJ0	Ensembl	ENSDARG00000090769.4
E9QJH8	Ensembl	ENSDARG00000074719.5
F1R5S5	Ensembl	ENSDARG00000094386.2
Q1L9F0	Ensembl	ENSDARG00000035887.9
A5PMP6	Ensembl	ENSDARG00000093068.3
A7MCR0	Ensembl	ENSDARG00000054823.5
I3IS96	Ensembl	ENSDARG00000077855.5
R4GDP0	Ensembl	ENSDARG00000037042.5
T1ECS6	Ensembl	ENSDARG00000019328.12
X1WBF1	Ensembl	ENSDARG00000096870.2
X1WFL1	Ensembl	ENSDARG00000028096.7
X1WC06	Ensembl	ENSDARG00000097571.3
X1WCE4	Ensembl	ENSDARG00000097256.2
X1WCM2	Ensembl	ENSDARG00000091539.4
G1K2V0	Ensembl	ENSDARG00000077550.4
F8W2Z6	Ensembl	ENSDARG00000058528.7
Z4YIY0	Ensembl	ENSDARG00000003789.12
E7F2W1	Ensembl	ENSDARG00000063621.5
F8W4R4	Ensembl	ENSDARG00000054060.8
A0A286Y878	Ensembl	ENSDARG00000116864.1
A0A0H2UK10	Ensembl	ENSDARG00000103365.2
A0A0R4IHY7	Ensembl	ENSDARG00000098489.2
A0A0R4IHZ7	Ensembl	ENSDARG00000112606.1
A0A0R4IKY0	Ensembl	ENSDARG00000093763.3
A0A0J9YJ49	Ensembl	ENSDARG00000101778.2
A0A0J9YJB3	Ensembl	ENSDARG00000100192.3
A0A0N4STP4	Ensembl	ENSDARG00000101445.2
E7F529	Ensembl	ENSDARG00000105232.2
A0A0R4IB12	Ensembl	ENSDARG00000103117.2
A0A0R4IDX3	Ensembl	ENSDARG00000103091.2
A0A0R4IFE4	Ensembl	ENSDARG00000111800.1
A0A0R4IGA9	Ensembl	ENSDARG00000111216.1
A0A0R4IGU0	Ensembl	ENSDARG00000102398.3
A0A0R4II07	Ensembl	ENSDARG00000101768.2
A0A0R4IJE7	Ensembl	ENSDARG00000101695.2
A0A0R4IKE7	Ensembl	ENSDARG00000056757.5
A0A0R4IQF8	Ensembl	ENSDARG00000102960.3
A0A0R4IQJ2	Ensembl	ENSDARG00000004877.14
A0A0R4IR55	Ensembl	ENSDARG00000101908.3
A0A0R4IS36	Ensembl	ENSDARG00000010956.12
A0A1D5NSK6	Ensembl	ENSDARG00000036041.8
C9K201	Ensembl	ENSDARG00000102736.3
E9QJP3	Ensembl	ENSDARG00000092057.2
H0WEQ7	Ensembl	ENSDARG00000093615.4
E9QCR3	Ensembl	ENSDARG00000070657.5
E9QEC9	Ensembl	ENSDARG00000073704.4
F1Q7D2	Ensembl	ENSDARG00000071197.5
H0WFG0	Ensembl	ENSDARG00000096083.2
E9QES5	Ensembl	ENSDARG00000015228.11
E9QGN9	Ensembl	ENSDARG00000017311.11
E9QI32	Ensembl	ENSDARG00000095592.3
E9QIC9	Ensembl	ENSDARG00000044299.7
F1QS54	Ensembl	ENSDARG00000073860.4
F1QYH2	Ensembl	ENSDARG00000016474.8
F1RBP5	Ensembl	ENSDARG00000074510.5
F1RBU8	Ensembl	ENSDARG00000046087.9
U3JAU6	Ensembl	ENSDARG00000095893.4
Z4YJ92	Ensembl	ENSDARG00000058370.7
B0S503	Ensembl	ENSDARG00000003303.8
B8A5A6	Ensembl	ENSDARG00000111230.1
B8A611	Ensembl	ENSDARG00000010035.10
B8JKI8	Ensembl	ENSDARG00000045951.6
E9QEU1	Ensembl	ENSDARG00000053547.8
E9QGN8	Ensembl	ENSDARG00000061345.7
F1RDG2	Ensembl	ENSDARG00000058202.7
F6P0E6	Ensembl	ENSDARG00000069595.6
H0WE63	Ensembl	ENSDARG00000088616.4
H9AWE2	Ensembl	ENSDARG00000094996.4
Q5RHK8	Ensembl	ENSDARG00000023532.9
R4GEU3	Ensembl	ENSDARG00000055477.7
X1WGM0	Ensembl	ENSDARG00000097493.2
A2CF32	Ensembl	ENSDARG00000041724.7
A5WW52	Ensembl	ENSDARG00000002656.12
B0UXQ2	Ensembl	ENSDARG00000058731.7
B8A5U6	Ensembl	ENSDARG00000038894.7
B8JLG4	Ensembl	ENSDARG00000016081.7
B8K0D2	Ensembl	ENSDARG00000079654.6
E7F2Z9	Ensembl	ENSDARG00000090142.4
F6NVC8	Ensembl	ENSDARG00000035821.8
Q1LU92	Ensembl	ENSDARG00000018162.10
R4GEL8	Ensembl	ENSDARG00000096671.2
R4GEF1	Ensembl	ENSDARG00000060001.7
A0A2R8PVL6	Ensembl	ENSDARG00000104771.2
A0A2R8PZN5	Ensembl	ENSDARG00000062089.8
A0A2R8Q1U9	Ensembl	ENSDARG00000105073.2
A0A2R8Q303	Ensembl	ENSDARG00000113954.1
A0A2R8Q5G5	Ensembl	ENSDARG00000073814.5
A0A2R8Q5G7	Ensembl	ENSDARG00000114368.1
A0A2R8Q5K5	Ensembl	ENSDARG00000113031.1
A0A2R8Q5U4	Ensembl	ENSDARG00000111845.1
A0A2R8Q7D0	Ensembl	ENSDARG00000116919.1
A0A2R8Q884	Ensembl	ENSDARG00000111916.1
A0A2R8Q8U2	Ensembl	ENSDARG00000060264.8
A0A2R8QAS9	Ensembl	ENSDARG00000115853.1
A0A2R8QCX9	Ensembl	ENSDARG00000116568.1
A0A2R8QDK8	Ensembl	ENSDARG00000110616.1
A0A2R8QGN3	Ensembl	ENSDARG00000114731.1
A0A2R8QGW7	Ensembl	ENSDARG00000102556.2
A0A2R8QH31	Ensembl	ENSDARG00000109489.1
A0A2R8QH43	Ensembl	ENSDARG00000052139.8
A0A2R8QH99	Ensembl	ENSDARG00000116673.1
A0A2R8QHF0	Ensembl	ENSDARG00000114835.1
A0A2R8QIH4	Ensembl	ENSDARG00000112550.1
A0A2R8QIQ5	Ensembl	ENSDARG00000113002.1
A0A2R8QJR0	Ensembl	ENSDARG00000116550.1
A0A2R8QK44	Ensembl	ENSDARG00000114913.1
A0A2R8QKN6	Ensembl	ENSDARG00000027078.4
A0A2R8QL65	Ensembl	ENSDARG00000113551.1
A0A2R8QLE1	Ensembl	ENSDARG00000113270.1
A0A2R8QM24	Ensembl	ENSDARG00000115994.1
A0A2R8QQU4	Ensembl	ENSDARG00000098928.2
A0A2R8QSK4	Ensembl	ENSDARG00000051940.8
A0A2R8RP81	Ensembl	ENSDARG00000116566.1
A0A2R8RUI4	Ensembl	ENSDARG00000115248.1
A0A2R8RWR4	Ensembl	ENSDARG00000079581.5
A0A2R8RXC7	Ensembl	ENSDARG00000100585.2
A0A2R8RXP8	Ensembl	ENSDARG00000076622.5
A0A2R8RYI8	Ensembl	ENSDARG00000115496.1
A0A2R8RYP8	Ensembl	ENSDARG00000009743.9
A0A2R8RYW1	Ensembl	ENSDARG00000115109.1
A0A2R8RZ82	Ensembl	ENSDARG00000076928.8
A0A2R8S056	Ensembl	ENSDARG00000114610.1
A0A2R8QSS1	Ensembl	ENSDARG00000110501.1
X1WC67	Ensembl	ENSDARG00000097532.2
X1WC86	Ensembl	ENSDARG00000097059.2
X1WFY7	Ensembl	ENSDARG00000086025.4
U3JAH1	Ensembl	ENSDARG00000031100.9
A0A0G2KGF4	Ensembl	ENSDARG00000102759.2
A0A0G2KI55	Ensembl	ENSDARG00000100307.2
A0A0G2KZI4	Ensembl	ENSDARG00000098241.2
A0A0G2KZI8	Ensembl	ENSDARG00000067784.5
A0A0R4IW43	Ensembl	ENSDARG00000101999.2
E7FF64	Ensembl	ENSDARG00000101171.2
A0A0J9YJB1	Ensembl	ENSDARG00000063036.6
A0A0J9YJE8	Ensembl	ENSDARG00000102906.2
A0A0R4IGV6	Ensembl	ENSDARG00000098440.2
A0A0R4IJ80	Ensembl	ENSDARG00000098274.2
A0A0R4ITD8	Ensembl	ENSDARG00000104592.2
F6NAA3	Ensembl	ENSDARG00000113769.1
A0A0N4SUE6	Ensembl	ENSDARG00000111153.1
E7F292	Ensembl	ENSDARG00000058470.7
E7FC59	Ensembl	ENSDARG00000071018.7
E7FDP4	Ensembl	ENSDARG00000004059.11
E7FFU7	Ensembl	ENSDARG00000011515.8
F1Q7W8	Ensembl	ENSDARG00000079455.5
F1Q963	Ensembl	ENSDARG00000060748.8
F1QF23	Ensembl	ENSDARG00000040291.9
F1QHJ5	Ensembl	ENSDARG00000089914.3
F1QLJ2	Ensembl	ENSDARG00000008218.11
F1R8I2	Ensembl	ENSDARG00000003820.11
F1RCD3	Ensembl	ENSDARG00000060035.6
A0A3G1GT98	Ensembl	ENSDARG00000101214.2
A5WUW7	Ensembl	ENSDARG00000041602.5
B2GQM9	Ensembl	ENSDARG00000063001.6
E7F2M8	Ensembl	ENSDARG00000063730.7
E7FCF4	Ensembl	ENSDARG00000077782.4
F1Q9L7	Ensembl	ENSDARG00000055162.7
F1QCE8	Ensembl	ENSDARG00000007245.8
F1QI24	Ensembl	ENSDARG00000045199.6
F1R8R1	Ensembl	ENSDARG00000039750.7
F1RAE9	Ensembl	ENSDARG00000007603.10
F6P9I0	Ensembl	ENSDARG00000075444.3
Q1LUT2	Ensembl	ENSDARG00000034195.10
A5PMB9	Ensembl	ENSDARG00000037238.7
A8Y5U0	Ensembl	ENSDARG00000074170.5
B0V1L4	Ensembl	ENSDARG00000076566.6
F6PDU0	Ensembl	ENSDARG00000077337.6
F6PFI0	Ensembl	ENSDARG00000071271.5
Q1LVQ1	Ensembl	ENSDARG00000071590.6
Q5TZ76	Ensembl	ENSDARG00000042978.8
E9QC67	Ensembl	ENSDARG00000079779.5
H0WFH9	Ensembl	ENSDARG00000113192.1
E9QCQ7	Ensembl	ENSDARG00000008192.10
E9QDS8	Ensembl	ENSDARG00000046091.7
E9QJI1	Ensembl	ENSDARG00000093386.3
F1Q6S6	Ensembl	ENSDARG00000055536.6
F1R6M7	Ensembl	ENSDARG00000052522.8
X1WDG0	Ensembl	ENSDARG00000008983.13
F8W3N7	Ensembl	ENSDARG00000024398.8
G8JL17	Ensembl	ENSDARG00000044381.8
F8W5F6	Ensembl	ENSDARG00000052361.5
A0A2R8PXR4	Ensembl	ENSDARG00000003699.12
A0A2R8Q1W8	Ensembl	ENSDARG00000114106.1
A0A2R8Q3T6	Ensembl	ENSDARG00000102665.2
A0A2R8Q7A1	Ensembl	ENSDARG00000077327.5
A0A2R8Q7T0	Ensembl	ENSDARG00000011449.13
A0A2R8Q8W8	Ensembl	ENSDARG00000102125.2
A0A2R8QF89	Ensembl	ENSDARG00000027916.8
A0A2R8QGS9	Ensembl	ENSDARG00000109720.1
A0A2R8QHN2	Ensembl	ENSDARG00000078324.5
A0A2R8QRA4	Ensembl	ENSDARG00000060496.7
A0A2R8RHG4	Ensembl	ENSDARG00000101989.2
A0A2R8PWK1	Ensembl	ENSDARG00000005800.10
A0A2R8PXY4	Ensembl	ENSDARG00000109905.1
A0A2R8PZ71	Ensembl	ENSDARG00000114338.1
A0A2R8PZF8	Ensembl	ENSDARG00000109714.1
A0A2R8PZQ5	Ensembl	ENSDARG00000078245.4
A0A2R8PZX9	Ensembl	ENSDARG00000113957.1
A0A2R8Q009	Ensembl	ENSDARG00000022399.7
A0A2R8Q1V5	Ensembl	ENSDARG00000087373.5
A0A2R8Q438	Ensembl	ENSDARG00000113766.1
A0A2R8Q6Z4	Ensembl	ENSDARG00000114560.1
A0A2R8Q9U9	Ensembl	ENSDARG00000038855.6
A0A2R8QBB6	Ensembl	ENSDARG00000111293.1
A0A2R8QBL7	Ensembl	ENSDARG00000113878.1
A0A2R8QJ20	Ensembl	ENSDARG00000114329.1
A0A2R8QKI2	Ensembl	ENSDARG00000115534.1
A0A2R8QKR2	Ensembl	ENSDARG00000088130.5
A0A2R8QKW1	Ensembl	ENSDARG00000115557.1
A0A2R8QN65	Ensembl	ENSDARG00000116944.1
A0A2R8QNI2	Ensembl	ENSDARG00000113090.1
A0A2R8QPG3	Ensembl	ENSDARG00000013415.11
A0A2R8QPX0	Ensembl	ENSDARG00000091499.4
A0A2R8QR20	Ensembl	ENSDARG00000075964.5
A0A2R8QRE8	Ensembl	ENSDARG00000075608.5
A0A2R8QUS8	Ensembl	ENSDARG00000038862.8
A0A2R8QUW9	Ensembl	ENSDARG00000105924.2
A0A2R8RMI5	Ensembl	ENSDARG00000067563.7
A0A2R8RWC0	Ensembl	ENSDARG00000112678.1
A0A2R8RYD3	Ensembl	ENSDARG00000042232.8
A0A2R8RZD4	Ensembl	ENSDARG00000114424.1
A0A2R8RZL9	Ensembl	ENSDARG00000112036.1
E9QFN6	Ensembl	ENSDARG00000110878.1
X1WC89	Ensembl	ENSDARG00000088145.4
X1WCR1	Ensembl	ENSDARG00000053840.7
X1WDR0	Ensembl	ENSDARG00000075526.6
X1WF80	Ensembl	ENSDARG00000023104.10
F8W534	Ensembl	ENSDARG00000051923.8
F8W4T8	Ensembl	ENSDARG00000052708.7
F8W3Q5	Ensembl	ENSDARG00000061841.8
A0A286Y8J5	Ensembl	ENSDARG00000029556.8
A0A286YBU7	Ensembl	ENSDARG00000012699.11
A0A0R4I9I7	Ensembl	ENSDARG00000062020.9
A0A0R4IF79	Ensembl	ENSDARG00000098369.2
A0A0R4IFH1	Ensembl	ENSDARG00000099645.2
A0A0R4IFV8	Ensembl	ENSDARG00000057439.7
A0A0R4IGB5	Ensembl	ENSDARG00000071353.6
A0A0R4IGW4	Ensembl	ENSDARG00000101989.2
A0A0R4IHM5	Ensembl	ENSDARG00000098578.2
A0A0R4IJ94	Ensembl	ENSDARG00000098820.3
A0A0R4IL04	Ensembl	ENSDARG00000099002.2
A0A0R4IMS6	Ensembl	ENSDARG00000115927.1
A0A0R4IQX9	Ensembl	ENSDARG00000100255.2
A0A0R4IR08	Ensembl	ENSDARG00000099869.2
A0A0R4IR10	Ensembl	ENSDARG00000099259.2
A0A0R4IUQ0	Ensembl	ENSDARG00000098141.2
A0A0R4IWB5	Ensembl	ENSDARG00000003169.11
A0A0R4IXA2	Ensembl	ENSDARG00000099985.2
A0A0R4IXY3	Ensembl	ENSDARG00000098610.2
A0A0R4IYN9	Ensembl	ENSDARG00000102319.2
A0A0R4IZ28	Ensembl	ENSDARG00000112769.1
A0A0R4IZI1	Ensembl	ENSDARG00000103848.3
A0A140LH32	Ensembl	ENSDARG00000105435.2
E7FD02	Ensembl	ENSDARG00000104834.2
A0A1D5NSA9	Ensembl	ENSDARG00000105614.2
A0A1D5NSY0	Ensembl	ENSDARG00000104840.3
E9QE19	Ensembl	ENSDARG00000041421.8
E9QEX3	Ensembl	ENSDARG00000055292.8
F1QXX9	Ensembl	ENSDARG00000040004.11
E9QGZ6	Ensembl	ENSDARG00000045417.10
E9QI21	Ensembl	ENSDARG00000089917.4
E9QIH3	Ensembl	ENSDARG00000032188.8
F1QKM9	Ensembl	ENSDARG00000029841.9
F1QRF9	Ensembl	ENSDARG00000003200.8
F1QV68	Ensembl	ENSDARG00000062765.7
F1R921	Ensembl	ENSDARG00000114800.1
U3JA99	Ensembl	ENSDARG00000096755.4
B0S7X5	Ensembl	ENSDARG00000069074.7
B0VEQ2	Ensembl	ENSDARG00000008407.9
B7ZCZ9	Ensembl	ENSDARG00000022007.9
B8JKN6	Ensembl	ENSDARG00000009212.8
B0S7X7	Ensembl	ENSDARG00000069095.6
R4GEU5	Ensembl	ENSDARG00000096649.2
E7F2I4	Ensembl	ENSDARG00000075206.4
F1QFS1	Ensembl	ENSDARG00000068208.7
F1QGR8	Ensembl	ENSDARG00000077926.4
F1QPP4	Ensembl	ENSDARG00000061174.8
F1QQW3	Ensembl	ENSDARG00000041689.9
F1R437	Ensembl	ENSDARG00000076839.6
F1R725	Ensembl	ENSDARG00000041199.6
F1RD51	Ensembl	ENSDARG00000045172.8
E7EXL4	Ensembl	ENSDARG00000103395.2
E7F164	Ensembl	ENSDARG00000028469.8
F1Q5L4	Ensembl	ENSDARG00000017141.10
F1Q7F3	Ensembl	ENSDARG00000055092.6
F1Q7L8	Ensembl	ENSDARG00000055043.6
F1Q7M2	Ensembl	ENSDARG00000109840.1
F1QIN2	Ensembl	ENSDARG00000017423.12
F1QIV0	Ensembl	ENSDARG00000056784.6
F1QNU9	Ensembl	ENSDARG00000115829.1
F1QT01	Ensembl	ENSDARG00000068507.5
F1QV14	Ensembl	ENSDARG00000063089.7
F1QWB7	Ensembl	ENSDARG00000067927.5
F1QWL0	Ensembl	ENSDARG00000094889.5
F1QWV5	Ensembl	ENSDARG00000111791.1
F1QZU0	Ensembl	ENSDARG00000114231.1
F1R9R2	Ensembl	ENSDARG00000075700.3
F1RAW5	Ensembl	ENSDARG00000056519.8
F1RES8	Ensembl	ENSDARG00000077371.3
B8A4K2	Ensembl	ENSDARG00000068006.6
B8A511	Ensembl	ENSDARG00000015997.9
Q1L8P2	Ensembl	ENSDARG00000070094.4
Q1LX24	Ensembl	ENSDARG00000069540.6
Q1LX40	Ensembl	ENSDARG00000007753.11
Q5RH27	Ensembl	ENSDARG00000045513.7
F8W245	Ensembl	ENSDARG00000039997.7
F8W326	Ensembl	ENSDARG00000012625.12
F8W5F8	Ensembl	ENSDARG00000058820.7
F8W549	Ensembl	ENSDARG00000087446.5
F8W364	Ensembl	ENSDARG00000077982.5
F8W3P9	Ensembl	ENSDARG00000078210.5
B0S6B4	Ensembl	ENSDARG00000060326.9
E7EY87	Ensembl	ENSDARG00000023815.8
E7EZ22	Ensembl	ENSDARG00000078775.4
E7F2P0	Ensembl	ENSDARG00000068217.6
E7F537	Ensembl	ENSDARG00000035891.8
E7F5J0	Ensembl	ENSDARG00000003909.11
E7F7E5	Ensembl	ENSDARG00000114021.1
E7F7F5	Ensembl	ENSDARG00000060868.6
E7F8R6	Ensembl	ENSDARG00000012367.10
E7FDL9	Ensembl	ENSDARG00000004150.11
E7FDW4	Ensembl	ENSDARG00000073771.4
F1Q793	Ensembl	ENSDARG00000061213.7
F1QCR7	Ensembl	ENSDARG00000021351.10
F1QFN7	Ensembl	ENSDARG00000077915.5
F1QGD4	Ensembl	ENSDARG00000077009.5
F1QK60	Ensembl	ENSDARG00000017624.9
F1QNU2	Ensembl	ENSDARG00000095688.2
F1R0K1	Ensembl	ENSDARG00000077092.5
F1R5U6	Ensembl	ENSDARG00000095763.3
F1R7X1	Ensembl	ENSDARG00000043864.8
F1R834	Ensembl	ENSDARG00000061836.8
F1R8F2	Ensembl	ENSDARG00000076144.5
F1RAW8	Ensembl	ENSDARG00000060392.7
A0A286Y870	Ensembl	ENSDARG00000058969.8
A0A0G2KIQ1	Ensembl	ENSDARG00000103525.2
A0A0G2KLW9	Ensembl	ENSDARG00000104013.3
A0A0G2KN47	Ensembl	ENSDARG00000091025.3
A0A0G2L6J0	Ensembl	ENSDARG00000099803.3
A0A0G2L9K3	Ensembl	ENSDARG00000104128.2
A0A0G2KJ21	Ensembl	ENSDARG00000099272.2
A0A0G2KVY0	Ensembl	ENSDARG00000101299.2
A0A0R4IQL1	Ensembl	ENSDARG00000101126.2
A0A0J9YJC7	Ensembl	ENSDARG00000015971.14
A0A0R4IR15	Ensembl	ENSDARG00000101908.3
A0A0R4IXL7	Ensembl	ENSDARG00000002344.9
E7EZR8	Ensembl	ENSDARG00000098240.2
A0A0N4SU19	Ensembl	ENSDARG00000111724.1
A0A0R4I9F4	Ensembl	ENSDARG00000077121.3
A0A0R4IEH8	Ensembl	ENSDARG00000100909.2
A0A0R4IFL1	Ensembl	ENSDARG00000101360.2
A0A0R4IGH7	Ensembl	ENSDARG00000098934.2
A0A0R4IK35	Ensembl	ENSDARG00000103298.2
A0A0R4IP88	Ensembl	ENSDARG00000104930.2
A0A0R4IPC6	Ensembl	ENSDARG00000057112.5
A0A0R4IS53	Ensembl	ENSDARG00000090183.3
A0A0R4ISQ1	Ensembl	ENSDARG00000033443.9
A0A0R4IUZ8	Ensembl	ENSDARG00000104836.4
A0A140LGS7	Ensembl	ENSDARG00000052765.8
A0A1L1QZA5	Ensembl	ENSDARG00000100624.3
E7F0F1	Ensembl	ENSDARG00000074919.4
E7F2W3	Ensembl	ENSDARG00000015970.11
E7F8B7	Ensembl	ENSDARG00000110462.1
E7FD81	Ensembl	ENSDARG00000076952.4
E7F6G2	Ensembl	ENSDARG00000040535.6
E7F7G2	Ensembl	ENSDARG00000030095.9
E7FA45	Ensembl	ENSDARG00000079811.4
E7FD00	Ensembl	ENSDARG00000088072.3
F1Q8H0	Ensembl	ENSDARG00000059832.8
F1QIU9	Ensembl	ENSDARG00000092574.2
F1QQ26	Ensembl	ENSDARG00000077721.6
F1QS94	Ensembl	ENSDARG00000041873.7
F1R0Z9	Ensembl	ENSDARG00000054973.7
F1R7K3	Ensembl	ENSDARG00000010791.10
B0S6A9	Ensembl	ENSDARG00000011079.11
E7F2G0	Ensembl	ENSDARG00000053617.9
E7F9M1	Ensembl	ENSDARG00000079773.4
F1QAA7	Ensembl	ENSDARG00000037781.8
F1QF43	Ensembl	ENSDARG00000060532.8
F1QFZ5	Ensembl	ENSDARG00000069102.6
F1QNP1	Ensembl	ENSDARG00000040930.7
F1QT63	Ensembl	ENSDARG00000059357.6
F1R1W8	Ensembl	ENSDARG00000025467.12
F1R220	Ensembl	ENSDARG00000002894.10
F1R8B9	Ensembl	ENSDARG00000093426.3
F1R9Q0	Ensembl	ENSDARG00000042823.5
F1RD55	Ensembl	ENSDARG00000095360.2
A2CE70	Ensembl	ENSDARG00000052859.6
B0UYH4	Ensembl	ENSDARG00000010294.9
E7FEJ0	Ensembl	ENSDARG00000057918.7
Q1LUE8	Ensembl	ENSDARG00000057210.6
Q1LUW2	Ensembl	ENSDARG00000040812.7
Q1LXA6	Ensembl	ENSDARG00000002192.11
Q5TZF0	Ensembl	ENSDARG00000045485.7
E9QG40	Ensembl	ENSDARG00000005762.10
M9MMC3	Ensembl	ENSDARG00000093274.2
E9QBD1	Ensembl	ENSDARG00000077119.5
E9QJH1	Ensembl	ENSDARG00000113896.1
E9QBA5	Ensembl	ENSDARG00000006257.10
E9QEZ6	Ensembl	ENSDARG00000041791.8
